"challenge_name","company_name","ticker","exchange","yahoo_symbol","quote_url","quote_currency","sector","industry","market_cap","market_cap_currency","market_cap_source_date","market_cap_date_basis","market_cap_precision","data_retrieved_date","challenge_sector","listing_match_status","notes","alternative_yahoo_symbols","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"UBS GROUP AG","UBS Group AG","UBSG","SIX Swiss Exchange","UBSG.SW","https://finance.yahoo.com/quote/UBSG.SW/","CHF","Financial Services","Banks - Diversified",127858343936,"CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/UBSG.SW/","https://finance.yahoo.com/quote/UBSG.SW/","https://finance.yahoo.com/quote/UBSG.SW/",""
"UCB","UCB SA","UCB","Euronext Brussels","UCB.BR","https://finance.yahoo.com/quote/UCB.BR/","EUR","Healthcare","Biotechnology",40020000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/UCB.BR/","https://finance.yahoo.com/quote/UCB.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"UMICORE","Umicore SA","UMI","Euronext Brussels","UMI.BR","https://stockanalysis.com/quote/ebr/UMI/","EUR","Industrials","Waste Management",5200000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/UMI.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=UMICORE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"Under Armour","Under Armour, Inc.","UA","NYSE","UA","https://finance.yahoo.com/quote/UA/","USD","Consumer Cyclical","Apparel Manufacturing",2091886720,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","share class not confirmed","Class C UA selected; Class A UAA also exists. Challenge share class not confirmed.","UAA","https://finance.yahoo.com/quote/UA/","https://finance.yahoo.com/quote/UA/","https://finance.yahoo.com/quote/UA/",""
"UNIBAIL-RODAMCO-WESTFIELD","Unibail-Rodamco-Westfield SE","URW","Euronext Paris","URW.PA","https://stockanalysis.com/quote/epa/URW/","EUR","Real Estate","REIT—Retail",13610000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/URW.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=UNIBAIL-RODAMCO-WESTFIELD&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/URW/",""
"UNICREDIT S.P.A.","UniCredit S.p.A.","UCG","Borsa Italiana (Euronext Milan)","UCG.MI","https://stockanalysis.com/quote/bit/UCG/","EUR","Financial Services","Banks—Regional",123730000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/UCG.MI?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=UNICREDIT+S.P.A.&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/bit/UCG/",""
"UNILEVER PLC","Unilever PLC","UNA","Euronext Amsterdam","UNA.AS","https://stockanalysis.com/quote/ams/UNA/","EUR","Consumer Defensive","Household & Personal Products",116750000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/UNA.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=UNILEVER+PLC&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Union Pacific Corp","Union Pacific Corporation","UNP","NYSE","UNP","https://finance.yahoo.com/quote/UNP/","USD","Industrials","Railroads",166887702528,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/UNP/","https://finance.yahoo.com/quote/UNP/","https://finance.yahoo.com/quote/UNP/",""
"United Parcel Service","United Parcel Service, Inc.","UPS","NYSE","UPS","https://finance.yahoo.com/quote/UPS/","USD","Industrials","Integrated Freight & Logistics",84031692800,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/UPS/","https://finance.yahoo.com/quote/UPS/","https://finance.yahoo.com/quote/UPS/",""
"United Rentals","United Rentals, Inc.","URI","NYSE","URI","https://finance.yahoo.com/quote/URI/","USD","Industrials","Rental & Leasing Services",62631501824,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/URI/","https://query2.finance.yahoo.com/v1/finance/search?q=United+Rentals&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/URI/",""
"UNIVERSAL MUSIC GROUP","Universal Music Group N.V.","UMG","Euronext Amsterdam","UMG.AS","https://finance.yahoo.com/quote/UMG.AS/","EUR","Communication Services","Entertainment",26840000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/UMG.AS/","https://finance.yahoo.com/quote/UMG.AS/","https://stockanalysis.com/list/euronext-amsterdam/",""
"V LANSCHOT KEMPEN","Van Lanschot Kempen NV","VLK","Euronext Amsterdam","VLK.AS","https://finance.yahoo.com/quote/VLK.AS/","EUR","Financial Services","Banks - Regional",2890000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VLK.AS/","https://finance.yahoo.com/quote/VLK.AS/","https://stockanalysis.com/list/euronext-amsterdam/",""
"Valmont Industries","Valmont Industries, Inc.","VMI","NYSE","VMI","https://finance.yahoo.com/quote/VMI/","USD","Industrials","Conglomerates",9176564736,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VMI/","https://query2.finance.yahoo.com/v1/finance/search?q=Valmont+Industries&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/VMI/",""
"VALUE8","Value8 N.V.","VALUE","Euronext Amsterdam","VALUE.AS","https://finance.yahoo.com/quote/VALUE.AS/","EUR","Financial Services","Asset Management",63870000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Autres","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VALUE.AS/","https://finance.yahoo.com/quote/VALUE.AS/","https://stockanalysis.com/list/euronext-amsterdam/",""
"VAN DE VELDE","Van de Velde NV","VAN","Euronext Brussels","VAN.BR","https://stockanalysis.com/quote/ebr/VAN/","EUR","Consumer Cyclical","Apparel Manufacturing",373150000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VAN.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VAN+DE+VELDE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"VASTNED NV","Vastned","VASTB","Euronext Brussels","VASTB.BR","https://stockanalysis.com/quote/ebr/VASTB/","EUR","Real Estate","REIT—Retail",469120000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VASTB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VASTNED+NV&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"VEOLIA ENVIRON.","Veolia Environnement SA","VIE","Euronext Paris","VIE.PA","https://finance.yahoo.com/quote/VIE.PA/","EUR","Industrials","Waste Management",23323553792,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VIE.PA/","https://finance.yahoo.com/quote/VIE.PA/","https://finance.yahoo.com/quote/VIE.PA/",""
"Verisk Analytics","Verisk Analytics, Inc.","VRSK","Nasdaq Global Select Market","VRSK","https://finance.yahoo.com/quote/VRSK/","USD","Industrials","Consulting Services",23655856128,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VRSK/","https://finance.yahoo.com/quote/VRSK/","https://finance.yahoo.com/quote/VRSK/",""
"Verizon Communications","Verizon Communications Inc.","VZ","NYSE","VZ","https://finance.yahoo.com/quote/VZ/","USD","Communication Services","Telecom Services",206741618688,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VZ/","https://finance.yahoo.com/quote/VZ/","https://finance.yahoo.com/quote/VZ/",""
"Vertex Pharmaceuticals","Vertex Pharmaceuticals Incorporated","VRTX","Nasdaq Global Select Market","VRTX","https://finance.yahoo.com/quote/VRTX/","USD","Healthcare","Biotechnology",130091360256,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VRTX/","https://finance.yahoo.com/quote/VRTX/","https://finance.yahoo.com/quote/VRTX/",""
"VGP","VGP NV","VGP","Euronext Brussels","VGP.BR","https://finance.yahoo.com/quote/VGP.BR/","EUR","Real Estate","Real Estate Services",2150000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VGP.BR/","https://finance.yahoo.com/quote/VGP.BR/","https://stockanalysis.com/list/euronext-brussels/",""
"VINCI","Vinci SA","DG","Euronext Paris","DG.PA","https://finance.yahoo.com/quote/DG.PA/","EUR","Industrials","Engineering & Construction",61926055936,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DG.PA/","https://finance.yahoo.com/quote/DG.PA/","https://finance.yahoo.com/quote/DG.PA/",""
"VIVENDI SE","Vivendi SE","VIV","Euronext Paris","VIV.PA","https://stockanalysis.com/quote/epa/VIV/","EUR","Communication Services","Electronic Gaming & Multimedia",1520000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VIV.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VIVENDI+SE&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/VIV/",""
"VIVORYON THERAPEUTICS N.V.","Vivoryon Therapeutics N.V.","VVY","Euronext Amsterdam","VVY.AS","https://stockanalysis.com/quote/ams/VVY/","EUR","Healthcare","Biotechnology",33020000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VVY.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VIVORYON+THERAPEUTICS+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"VOLKSWAGEN AG","Volkswagen AG","VOW3","Xetra","VOW3.DE","https://finance.yahoo.com/quote/VOW3.DE/","EUR","Consumer Cyclical","Auto Manufacturers",39542169600,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Consommation discrétionnaire","share class not confirmed","Preferred shares VOW3 selected; ordinary shares VOW also exist. Challenge share class not confirmed.","VOW.DE","https://finance.yahoo.com/quote/VOW3.DE/","https://finance.yahoo.com/quote/VOW3.DE/","https://finance.yahoo.com/quote/VOW3.DE/",""
"Volta Finance Limited","Volta Finance Limited","VTA","Euronext Amsterdam","VTA.AS","https://stockanalysis.com/quote/ams/VTA/","EUR","Financial Services","Asset Management",,"","","unavailable","","2026-09-16","Finance","company matched to selected lookup listing","Closed-end investment company. A sufficiently current market-cap figure for the selected Amsterdam listing was not available from the collected sources.","","https://query2.finance.yahoo.com/v8/finance/chart/VTA.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=Volta+Finance+Limited&quotesCount=8&newsCount=0","",""
"VONOVIA SE","Vonovia SE","VNA","Xetra","VNA.DE","https://stockanalysis.com/quote/etr/VNA/","EUR","Real Estate","Real Estate Services",15280000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VNA.DE?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VONOVIA+SE&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/etr/VNA/",""
"VONTOBEL HOLDING AG","Vontobel Holding AG","VONN","SIX Swiss Exchange","VONN.SW","https://stockanalysis.com/quote/swx/VONN/","CHF","Financial Services","Asset Management",5130000000,"CHF","2026-09-11","quote date shown by market-cap source","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VONN.SW?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VONTOBEL+HOLDING+AG&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/swx/VONN/",""
"VOPAK","Koninklijke Vopak N.V.","VPK","Euronext Amsterdam","VPK.AS","https://stockanalysis.com/quote/ams/VPK/","EUR","Energy","Oil & Gas Midstream",5490000000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Énergie","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/VPK.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=VOPAK&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Voya Financial","Voya Financial, Inc.","VOYA","NYSE","VOYA","https://finance.yahoo.com/quote/VOYA/","USD","Financial Services","Financial Conglomerates",9085001728,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Autres","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/VOYA/","https://query2.finance.yahoo.com/v1/finance/search?q=Voya+Financial&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/VOYA/",""
